date,username,fullname,tweet_id,retweet_count,tweet,favorite_count,sentimiento
2017-03-31 17:19:17,@lgbtiavanza,Jairo,8.47860865797902E+017,1,Compártelo vamos por el cambio @LassoGuillermo @andrespaezec @hectoryepezm ,3,2
2017-03-31 17:18:29,@HonoSantistevan,Honorio Santistevan,8.4786066622457E+017,18,"Gano Lasso en las carceles52,47% vs 47,35% gana la Republica !! cerrada ayer y entregado ahora los resultados... Viva la Patria !!",7,2
2017-03-31 17:18:02,@geeksecuador,Geeks Ecuador ®,8.47860550403068E+017,0,#VotoEnCasa ojala esos Hptas de Ap no roben el voto. Vamos Lasso a la presidencia. Lenin es un bueno para nada,0,2
2017-03-31 17:13:36,@andrademariaeu1,Negra linda,8.47859434302865E+017,3,"TRABAJO PARA TODOS, NO BONOS , NO CARIDAD.  VAMOS X EL CAMBIO LASSO PRESIDENTE",2,2
2017-03-31 17:12:00,@macas_virtual,Macas Tecnológico,8.47859034132709E+017,1,"Prima hermana de Lenin Moreno dice que no votará por él, sino por Guillermo Lasso ",0,2
2017-03-31 17:10:55,@evelynalvarad18,#YoSoyResistenciaEc,8.47858758160175E+017,0,"Una agresión desleal, una mujer armada de verdad es un peligro para DICTADURA, NO QUIERO LLEVAR A ECUADOR HACIA ALLÁ, VOTA CAMBIO VOTA LASSO  ",0,2
2017-03-31 17:09:48,@yansito3,Yan Rojas,8.47858479201124E+017,0,Las personas privadas de libertad le dieron el triunfo a Guillermo Lasso... vamos x el cambio ,1,2
2017-03-31 17:09:18,@Enriquez20Silva,enrique2012,8.47858353170764E+017,0,"Si DIOS quiere; el 02/04/ 2017, voto por G.Lasso, el no me conoce , ni yo a él ;  cuando venga el Gobierno Eterno, Jesus ; SI me reconocerá",0,2
2017-03-31 17:08:34,@Kferdisan,Carlos Fernando,8.47858170588533E+017,0,"BROTHERS @LassoGuillermo @andrespaezec +d15puntos%tuales d diferencia sobre candidatos corruptos-corrompidos,pilas con fraude BENDICIONES",0,2
2017-03-31 17:07:57,@maleremax,Magdalena  ,8.47858012471656E+017,0,Votar por Lasso es votar por educación y respeto. Nunca más un patán al micrófono insultando a todo el que piensa diferente a Él.,0,2
2017-03-31 17:07:31,@zumaconsyk,Lupo_Alberto,8.47857902929011E+017,1,"Señores VOY por LASSO !!...
...si no hay tráfico, en unos 30 minutos ya estoy llegando a LATACUNGA",2,2
2017-03-31 17:05:21,@XaviTinoco,Xavi Tinoco,8.47857360458613E+017,0,Por eso mi voto y el de la mayoría de los ecuatorianos será por @LassoGuillermo,1,2
2017-03-31 17:04:52,@JohnnyQuijanoG,KIKANO 4X4 MANABA 😘,8.47857239226495E+017,0,Que es lo piensan con la mayoría q pensamos distinto? No permitamos q ecuador llegue al fondo como Venezuela. Lasso presidente. VPECAMBIO  ,0,2
2017-03-31 17:04:44,@Smartronics_ec,Smartronics,8.47857204933931E+017,0,Una multitud acudió al cierre de campaña de Lasso en Quito ,0,2
2017-03-31 17:02:51,@JohnnyQuijanoG,KIKANO 4X4 MANABA 😘,8.4785672803312E+017,0,Ecuador... ayunemos en democracia votando por Lasso. Vamos por el cambio......  ,0,2
2017-03-31 17:01:58,@HIJAdeD69611638,HIJA de DIOS,8.47856509665112E+017,0,"No se Uds. pero mas vale que gane @LassoGuillermo tengo atorados varios ""hpts"" para los AP 35 pillos y secuaces pueblo no la vayan a cagar!",4,2
2017-03-31 17:01:38,@JohnnyQuijanoG,KIKANO 4X4 MANABA 😘,8.47856424365543E+017,0,Ya vendrán buenos tiempos en donde se respeten los derechos. Faltan horas.... súmate a este propósito.  Vamos por el cambio. Lasso PRESI.  ,0,2
2017-03-31 17:01:09,@Anlopezbo,Angeles 🤓,8.47856300549706E+017,1,"HOY es la única via, Lasso merece todo nuestro respeto y total apoyo por su valentia y perseverancia en creer ayudar a sacarnos del S21🖒  ",0,2
2017-03-31 17:01:00,@Tinaysusjuanes,Cristina Torres O,8.47856264457617E+017,1,#Colombia #Ecuador ... Fuera Castro-Chavismo! #MananaMarcho #EcuadorVoto @LassoGuillermo  ,0,2
2017-03-31 17:00:51,@mariadlpilarag,Maria Aguilar,8.47856228046975E+017,135,Taxistas me dicen que votaran por Lasso pues a diario transportan venezolanos que llegan a Gye y piden no dejar que Ecuador sea Venezuela,91,2
2017-03-31 17:00:20,@andrademariaeu1,Negra linda,8.4785609520894E+017,0,"Si recibiste pago para apedrear a mi presidente Lasso, te conviertes en delincuente.  VAMOS POR EL CAMBIO LASSO PRESIDENTE",0,2
2017-03-31 16:59:15,@JohnnyQuijanoG,KIKANO 4X4 MANABA 😘,8.47855823695041E+017,0,"Todos tenemos derechos a opinar aunque equivocados, respeten y seremos respetuosos todos.... viva el ecuador. Vamos por el cambio con Lasso.  ",0,2
2017-03-31 16:57:45,@gmalava,MARIELA ALAVA,8.47855446715228E+017,0,"Gano Lasso en las carceles52,47% vs 47,35% gana la Republica !! cerrada ayer y entregado ahora los resultados... Viva la Patria !!",0,2
2017-03-31 16:56:20,@MarcosMaravila,Marcos Martinez A.,8.47855089796731E+017,0,#vamosporelcambio Guillermo Lasso Presidente 2017,0,2
2017-03-31 16:55:23,@luish51,Luis Herrera,8.47854849148453E+017,0,Sr.Lasso yo votarè por Ud. porque tendremos libertad y justicia para los corrùptos que se vayan a la càrcel.,0,2
2017-03-31 16:53:42,@JohnnyQuijanoG,KIKANO 4X4 MANABA 😘,8.47854427230929E+017,0,Bien puede ser la embajada de Ecuador en este lugar. Vamos por el cambio... Lasso a la Presidencia de la República del Ecuador. .. yaaaaa  ,0,2
2017-03-31 16:52:03,@pelu8925,Raquel Guzman,8.47854013571846E+017,0,"ESO ES CAMBIO, VAMOS A DERROTARLOS EL 2 DE ABRIL. BELLA NUESTRA PRIMERA DAMA ",1,2
2017-03-31 16:51:35,@CEMosqueraG,Cristhian Mosquera,8.47853893019206E+017,10,Vamos por el cambio! @LassoGuillermo @1MillonEmpleos  ,13,2
2017-03-31 23:55:47,@Collaguazon,Candidato corrupto,8.47960649238032E+017,6,"Vox populi ya están miles de papeletas a favor de Lenin, lo dice gente de adentro. Lasso - Páez vamos a votar por uds, cuiden nuestro voto  ",1,2
2017-03-31 22:42:33,@mariaugustap,Ma Augusta Pesantez,8.47942216744141E+017,1,La mayoría de ecuatorianos vamos por el cambio porque no queremos que Ecuador se convierta en Venezuela #LassoPresidente,1,2
2017-03-31 22:11:46,@HugoQuevedoM,Ab. Hugo Quevedo M.,8.47934472293143E+017,2,Lasso por el Ecuador,2,2
2017-03-31 21:36:59,@noralma4,Noralma,8.47925718227005E+017,0,"FOTO DE HACE 10 AÑOS, AHORA LAS BANDERAS ROJAS CAMINAN A NUESTRO LADO, LASSO PRESIDENTE",0,2
2017-03-31 17:05:21,@XaviTinoco,Xavi Tinoco,8.47857360458613E+017,0,Por eso mi voto y el de la mayoría de los ecuatorianos será por @LassoGuillermo,1,2
2017-03-31 23:44:31,@Jorgeamado34,Jorge García,8.47957813934641E+017,0,Con este nivel de personajes no hace falta la gente no es gil. #2A #LeninPresidente y si hay desmanes Lasso y Paez a cana a votar allá  ,1,1
2017-03-31 23:38:40,@NandoRevolucion,PatriaParaTodos,8.4795634207787E+017,11,"Las necedades del empresario #Macri en #Argentina, lo puede replicar #Lasso en #Ecuador. Prometieron #CAMBIO. @VamosLenin ",8,1
2017-03-31 23:36:45,@pabloalban4ever,pablo alban,8.4795586020678E+017,4,No es tan cierto lo que reportas Hay dificultades pero Lasso Ni de broma es solución #LeninEsEsperanza,3,1
2017-03-31 23:26:45,@BSCMUNDO,MundoAmarillo,8.47953340461875E+017,0,Deja de mentir ...sabes muy q lenin va ganar las posiblidades son altas,0,1
2017-03-31 22:38:49,@Sandinin,Fausto Jarrin Teran,8.47941279916986E+017,0,Aquí están tus datos!!! Pregúntale a Lasso/Macri en que basura tiró el de la pobre gente que le creyó!!! Lenín Presidente!!! Vota 35!!!  ,0,1
2017-03-31 22:34:25,@allesy,yiyita bella,8.4794017010824E+017,0,hay q muda está..Lenin tiene apoyo nacional y Lasso ni de su casa ,0,1
2017-03-31 22:11:27,@JaimeGraciani,jaimegraciani,8.4793438969473E+017,1,Con Lasso y Jamil Ecuador fue una Venezuela. Gracias Rafael por sacarnos de esa desgracia. LENIN PRESIDENTE.,3,1
2017-03-31 22:02:04,@ecuadorycuba,elecuador,8.47932030646186E+017,1,"Horror, este es el cambio que prometió @mauriciomacri, cuidado #Ecuador con el cambio que promete @LassoGuillermo. #leninPresidente ",0,1
2017-03-31 21:48:14,@LuisHermosa9,Luis Hermosa,8.47928550493704E+017,1,"+información aquí dejo el nuevo libro de @fevillavicencio con más mentiras q nunca auspicia @LassoGuillermo 
Somos+ @lenin @Galo_Chiriboga ",1,1
2017-03-31 21:43:04,@maritzambrano35,Maritza Zambrano B.,8.47927247784817E+017,39,#LuchadorDeLaPazYDeLaVida es nuestro Lenin Presidente. @ppsesa @bergmannerestu @pabelml @FrankSamaniegoM @majo_carrion @Mov_Izq_Rev,3,1
2017-03-31 21:28:52,@ABDONPONCE,ARMANDO PONCE,8.47923675563217E+017,3,porque Lasso ya goberno con el titere vende patria de Mahuad ahora mas que nunca apoyar a @Lenin y @JorgeGlas #yovotoporlenin ,2,1
2017-03-31 21:28:30,@patoteran,Patricio Teran,8.47923583569605E+017,2,"Lasso/Paez tildaron a Wilfrido Pabón de delincuente. Su contestación ""aprenda a perder con dignidad"" #YoVotoPorLenin   ",0,1
2017-03-31 21:22:22,@mateoizquierd0,Mateo Izquierdo,8.47922041382634E+017,4,Cuando le han ganado a Moreno? Cuando Cynthia quedó tercera? O cuando Lasso quedó segundo? Creo más en veedores internacionales q a este gil  ,1,1
2017-03-31 21:19:25,@RCECU593,RCECU,8.47921297367736E+017,0,"¡INCREÍBLE! 
TODA ESTA AYUDA SE ACABA CON LASSO!
COMPARTE SI QUIERES QUE ESTO SIGA. ",0,1
2017-03-31 21:14:12,@DarioRobinzo,Dario Robinzon,8.47919985007755E+017,1,"Pido rectifiquen el titular, nosotros jamás apoyariamos a su jefe el banquero @LassoGuillermo nosotros apoyamos a @Lenin. Espero respuesta. ",1,1
2017-03-31 21:13:38,@pulpoestrella2,PulpoEstrella,8.47919841860342E+017,8,Porque primero que todo somos ecuatorianos y no olvidamos a nuestros verdugos de Lasso y pandilla  #yovotoporlenin ,1,1
2017-03-31 21:13:10,@DarwinJoss,Darwin Cando Ortiz,8.47919722947629E+017,1,@andrespaezec y @LassoGuillermo esto es lo que ustedes buscan! #yovotoporlenin ,0,1
2017-03-31 21:07:11,@FerchoVillacis8,Fernando Villacis,8.4791822023757E+017,2,10 años diciendo que somos Venezuela seguimos esperando farsantes! Apoyo total @Lenin. Lasso es violencia ni un solo voto!  ,4,1
2017-03-31 21:05:21,@EfrenRocaA,Efrén Roca Álvarez,8.47917756993372E+017,3,"@Lenin es paz, pueblo y justicia social Lasso feriado bancario es violencia, racista y antipueblo. Gracias X tu voto!! @PSocialistaEc ",1,1
2017-03-31 21:04:12,@cecilialeon799,Chola de Miarda,8.4791746815273E+017,0,"Lasso.macri.Paez borrado odiadir del pueblo 
Lenin Moreno Garces es pueblo  ",0,1
2017-03-31 21:02:47,@cecilialeon799,Chola de Miarda,8.4791711098667E+017,0,"Lenin Moreno es del pueblo
Lasso Macri es para los pelucones.galladas es una argolla  ",1,1
2017-03-31 20:55:16,@DanielGalarzaf,Daniel Galarza Flore,8.47915220190331E+017,0,Lenin sera el nuevo presidente vote nomas por Lasso igual Lenin vencerá,0,1
2017-03-31 20:54:29,@DanielGalarzaf,Daniel Galarza Flore,8.47915023473287E+017,0,no sufran Lenin será el Próximo presidente!,0,1
2017-03-31 20:49:18,@EfrenRocaA,Efrén Roca Álvarez,8.47913716561711E+017,2,"CREO @Lenin próximo presidente con 59% Lasso feriado bancario 41%, defender victoria pueblo contra pasado nefasto partidocracia Viva la RC!!  ",2,1
2017-03-31 20:40:36,@carlosalomoto1,Carlos,8.47911530511389E+017,1,La derecha desde hace tiempo propone campaña sucia que insulta no sólo a #LeninPresidenteDeTodos  sino a toda persona con discapacidad!,0,1
2017-03-31 20:38:00,@VictorHugoVII,VERDAD EN PERIODISMO,8.47910875751174E+017,1,sustificas las Obras mucho más q un Feriado d Lasso  ,0,1
2017-03-31 20:25:21,@MilenRaton,Milena Albornos,8.47907691393683E+017,0,"Vamos a cuidar nuestra democracia, vamos a cuidar que la gente de Lasso nos cubra con su violencia #MisiónDemocracia ",0,1
2017-03-31 20:18:48,@MarcFalcon_,Falcón,8.47906043548111E+017,4,"Lasso no sabe lo q es pasar x la universidad, hoy promete eliminar SENESCYT. Este 2A votemos x educación d calidad #YoVotoPorLenin  ",3,1
2017-03-31 20:10:32,@PazminoMay,Pazmino May,8.4790396181855E+017,3,La gente que tenemos la convicción de lo que es gobernar para el pueblo Lenin Presidente por la paz y tranquilidad de nuestros hijos y pais,2,1
2017-03-31 20:06:22,@AnaHerreraGomez,Ana Herrera Gómez,8.47902911787147E+017,23,Será que @LassoGuillermo o @andrespaezec van a reconocer esto como inaceptable o s van a hacer los desentendidos otra vez? #LeninPresidente ,15,1
2017-03-31 20:03:16,@Marypiamg,Pia García,8.47902131596165E+017,1,SIIIIII LENIN PRESIDENTE,1,1
2017-03-31 20:03:09,@Carrera_Tita,Mariana Carrera  🌻,8.47902104463266E+017,4,"Campaña sucia de #Lasso quien divide y promueve violencia, a diferencia de @Lenin que ama la paz y defiende la democracia. #YoVotoPorLenín ",5,1
2017-03-31 20:01:29,@kt_navarrete,100% Manaba KtyLo,8.47901683795591E+017,3,La gran diferencia entre ser y no ser .@LassoGuillermo ni con todo el dinero q tienes serás mejor opción que .@Lenin Ecuador un país de paz. ,2,1
2017-03-31 20:01:19,@KaryEsmeraldas,Karina ♔ Esmeraldas,8.47901642976633E+017,12,"Repudiable. No deben volver jamás! Quieren regresar a ese Ecuador de muertes en revueltas. ¡El #2A lo ratificaremos, la #RC continúa!",6,1
2017-03-31 19:35:21,@excaliburt66,Magüí Paredes,8.47895107214955E+017,3,que bueno que CREO haga esto así se muestran de cuerpo entero y le hacen mas fuerte a @Lenin,3,1
2017-03-31 19:31:15,@4467e5a65201422,Alvaro Hernandez,8.47894075164566E+017,1,"En Ecuador tienen más trolls que Macri en Argentina, cuantos perfiles falsos, con esa maquinarias pretende ganar lasso, palante Lenin,",3,1
2017-03-31 19:29:24,@EcuFernando,Ciro,8.47893611047928E+017,2,"Todo el Ecuador sabe que Lenin es el nuevo Presidente.
No caeremos en la provocación y desesperación de Lasso, Páez y de la banca corrupta",0,1
2017-03-31 19:22:51,@Rossyestherr,Rossyesther,8.47891963017798E+017,0,NI LASSO NI PAEZ PUEDEN NEGAR Y RESALTAR LO BUENO QUE HA HECHO EL GOBIERNO DE RAFAEL CORREA..AU QUE AHORA PARA... ,0,1
2017-03-31 19:08:45,@FeliciaGarzon,Felicia Garzon,8.47888414674387E+017,1,"Hey tu seguidor del banquero @LassoGuillermo no somos #Venezuela o #Cuba, tenemos el mejor país del mundo, lástima que no lo quieras aceptar ",1,1
2017-03-31 18:46:57,@legm_51,Luis Gualsaqui,8.47882926423495E+017,1,"Los que quieren recordar el pasado, el mismo que no volverá. Yo voto por @Lenin",0,1
2017-03-31 18:45:25,@JuanaLaLocaReal,Juana La Loca,8.47882543055635E+017,28,"Las imágenes hablan por sí solas,  a apoyo @LassoGuillermo y @VamosLenin ES EL PUEBLO UNIDO que te quede claro @andrespaezec #yovotoporlenin ",3,1
2017-03-31 18:34:49,@mashatoma,Shantal Tomala,8.47879873611936E+017,0,"Tu mente pobre no te deja ver que hace 10 años Ecuador cambio, y seguimos esperando ver como el país se convierte en Venezuela bruta",0,1
2017-03-31 18:28:03,@VictorHugoVII,VERDAD EN PERIODISMO,8.47878171894657E+017,0,como las Isla Mocoli de Nebot y Lasso con sus gran casa comparado con lo de Rafael Correa en un barrio de media clase.  ,2,1
2017-03-31 18:27:22,@GatitaItu,Gabriela Iturralde,8.47877999412347E+017,13,"Tun tun
Quién es?
Soy @Lenin y el pueblo
Abre la muralla!
Tun tun
Quién es?
Soy @LassoGuillermo 
Cierra la muralla!
 ",13,1
2017-03-31 18:26:45,@perugas506,El Ardid,8.47877843950424E+017,0,"Pues si tiene apoyo en los ríos ya que lo declaren presidente, porque en ríos están los 41 millones que se atienden en el hospital público",1,1
2017-03-31 18:24:32,@tomala_edgar,EDGAR TOMALA,8.47877287244685E+017,0,Así sera la reacción de Guillermo Lasso cuando gane Lenín Moreno  ,0,1
2017-03-31 18:13:34,@patotrujillom,Patricio Trujillo M,8.47874527031898E+017,0,Lasso desmoronadasso está perdido reacciona sólo con su racismo y clasismo. Yo voto por @Lenin el cambio ya tenemos desde hace 10 años,0,1
2017-03-31 17:55:57,@EstefiRosario,Estefanía,8.47870093325468E+017,6,"Fuerza presidente! Y recuerden, Lasso=Macri  ",2,1
2017-03-31 17:40:23,@manuelgil_uso,Manuel Gil,8.47866173937078E+017,0,"Espero que el domingo gane las elecciones de Ecuador, LENIN MORENO, el candidato de la izquierda, frente al derechista y banquero G. Lasso.",0,1
2017-03-31 17:13:24,@naty4784,Nataly Carrasco,8.47859385770676E+017,1,Ver a Glass y a Páez en las papeletas da alergia. Los vicepresidenciables son autogolazos para los presidenciables Moreno y Lasso.,1,1
2017-03-31 17:07:16,@RikardAndrade,Ricardo Andrade,8.47857843315278E+017,5,"Ellos mostraron su apoyo a @LassoGuillermo
Creen q no recuerdo todo lo q nos han provocado? y a quienes realmente defienden?
#YoApoyoALenín ",2,1
2017-03-31 16:54:31,@JulietMaryG,Juliet Mary Gravina,8.4785463182898E+017,1,"Yo apoyo a Rafael Correa, a Lenin Moreno y a la Revolución Ciudadana, la defenderé empezando desde mi casa como lo hacemos, en mi Guayaquil",1,1
2017-03-31 13:04:56,@Lenin,Lenín Moreno,8.47796856369414E+017,958,"Este domingo cada voto construye hospitales y viviendas, crea trabajo y entrega becas y oportunidades a los jóvenes ¡Juntos lo lograremos! ",641,1
2017-03-31 23:59:21,@rljjimenez,Ricardo Jiménez J.,8.47961546504499E+017,3,Con Lenin tendremos Patria para todos @GabrielaEsPais @MashiRafael @Lenin  ,1,1
2017-03-31 23:59:02,@george35pais,George Cueva,8.47961466372272E+017,0,Este 2 de Abril Votaré por @Lenin al banquero ni un solo Voto!!,0,1
2017-03-31 23:57:43,@Alex_tu_daddy,Alejandro Emelec,8.47961134376399E+017,1,Estamos todos en esto viva la CUT este 2 de abril triunfara el Ecuador con Lennin y Glass 4 años mas,2,1
2017-03-31 23:57:26,@anfatoco,Fabiola Torres,8.47961065208066E+017,0,Vamos a trabajar con #LeninMoreno para mejorar el estilo de  las personas con discapacidad  ,1,1
2017-03-31 23:57:04,@Jaimespinozaz,Jaime Espinoza,8.47960972388127E+017,1,"Miles de personas que respaldan el cierre de campaña en Santo Domingo de los Tshilas, !Lenin Presidente de todos los Ecuatorianos!.  ",0,1
2017-03-31 23:56:31,@paislaconcordia,MPAIS La Concordia,8.47960834169078E+017,0,"Retweeted Carlos Viteri EC (@MashiLVDE):

Los jóvenes con @Lenin un saludo desde Argentina para el pueblo... ",0,1
2017-03-31 23:55:48,@elimagmor,Eliana Moreira,8.47960651427451E+017,0,El domingo 2 de Abril será el triunfo de LENIN @VAMOSECUADOR_35 @VamosLenin ,1,1
2017-03-31 23:55:00,@patriciopaezg,Patricio Paez Gracia,8.47960452705513E+017,10,Garantía al servicio del pueblo #YoVotoPorLeninYJorge hasta la victoria siempre!! @Lenin @JorgeGlas @35PAIS ,14,1
2017-03-31 23:52:32,@patriciopaezg,Patricio Paez Gracia,8.47959832242123E+017,17,#YoVotoPorLeninYJorge hombres probados en la lucha por los más necesitados @Lenin @JorgeGlas #BinomioDelPueblo ,15,1
2017-03-31 23:51:16,@ALEXANDRAESTELA,ALEXANDRAZAMBRANO,8.47959510002135E+017,1,#PaisInclusivo eso es @Lenin GRACIAS REVOLUCIÓN ,1,1
2017-03-31 23:50:49,@PaedloLopez,Paulus,8.47959397749801E+017,6,"Nunca han estado tan bien tratado, equipado y respetado las fuerzas armadas y la policia nacional que como con la revolución ciudadana. ",8,1
2017-03-31 23:50:47,@CRC_ciudadanos,CRC_ciudadanos,8.47959388870648E+017,16,"Este #2A vamos con #MisionDemocracia a cuidar nuestros votos por @Lenin
#LeninPresidente ",12,1
2017-03-31 23:50:45,@nenita_lok_7,Nenita_lok,8.47959382369456E+017,0,Lo tienes claro más historia!! Ahí estaremos rodeando CNE @35PAIS @Lenin @JorgeGlas ,0,1
2017-03-31 23:50:38,@AnaPdeAlfaro,Ana P. d-Alfaro,8.47959353298694E+017,0,SEÑORES ECUATORIANOS ESTE ES SU FUTURO CON LENIN Y GLASS.  ,0,1
2017-03-31 23:49:51,@Mi991M,M Miranda,8.47959155285611E+017,1,"Por algo el mundo entero lo ADMIRA, RESPETA y lo toman como su referente

Nadie como @MashiRafael
@Lenin el unico que continuara su mision  ",1,1
2017-03-31 23:49:42,@JoseVicenteC35,JoseVicente Calderón,8.47959117356519E+017,3,Latinoamericanos apoyando a @Lenin @MarcoAlbuja @35PAIS @Mateofloresm @MGuerrero_31RC @rodrigo_rq @carlosmuoz51 @dianatirado5 @ChabelaTeran1 ,1,1
2017-03-31 23:49:08,@GalileaEC,Pati Núñez,8.4795897473765E+017,1,"@GabrielaEsPais
A horas de vivir el proceso democrático dl #2A esperamos sea pacífico
@Lenin @JorgeGlas @MashiRafael ",2,1
2017-03-31 23:48:46,@wcevallos,W Cevallos,8.47958880231596E+017,0,Pero el gobierno venezolano repudia la violencia.... Como el de Correa y Lenin es de paz..!  ,0,1
2017-03-31 23:48:32,@Jonadelce,Jonathan Delgado C,8.4795882537429E+017,1,Primero averiguar. No trabajo en puesto público y mi máximo título es de 4to nivel obtenido en Argentina gracias a una beca de Senescyt,2,1
2017-03-31 23:48:15,@Minerva_Intri,MineIntriago,8.4795875280445E+017,1,"Lenin Presidente 
Vota todo 35
Tambiém queria publicarlo",1,1
2017-03-31 23:46:34,@JuanCF2015,Juan Francisco,8.47958330328977E+017,0,"EL CAMBIO POSITIVO Y BENEFICIOSO ES EL PROPUESTO POR @Lenin EL ""CAMBIO"" DEL BANQUERO MACRILASSO SÓLO LE BENEFICIA A ÉL Y A SUS AMIGOS RICOS.  ",0,1
2017-03-31 23:44:36,@frankgreychirib,Frank Chiriboga,8.47957835149451E+017,27,"El #2A No pienses sólo en ti!!! Piensa n tus padres, tus hijos, tu esposa, tu familia, en las personas con discapacidades @Lenin #Presidente ",16,1
2017-03-31 23:43:18,@EvelynBrunner,Evelyn Brunner,8.47957504571191E+017,51,El domingo participaremos del proceso electoral y estaremos firmes! en ambiente pacífico y sin caer en provocaciones! Estamos contigo @Lenin  ,57,1
2017-03-31 23:43:12,@carmelina0412,carmen Brito,8.47957482253279E+017,1,@Lenin que la luz del supremo ilumine el camino que has de continuar camarada lenin para seguir fortaleciendo la integración latinoamericana,0,1
2017-03-31 23:42:32,@DanielEsTuVoz,Daniel Mendoza,8.47957311960306E+017,0,El #BinomioDelPueblo @Lenin @JorgeGlas  La Misión continúa #Manabí ,3,1
2017-03-31 23:41:48,@elizagaby96,elizagaby96,8.47957129994568E+017,1,Pequeño troll evita hacer tus pequeños comentario que ni al caso duela a quien le duela @lenin PRESIDENTE  por la paz del Ecuador,0,1
2017-03-31 23:40:30,@yoyitacm,GloriaM.Samaniego G.,8.47956803761656E+017,2,"LAS MANUELAS MAS FUERTES Q NUNCA,SE AFIANZAN CON LENIN. SABEMOS QUE EL TRABAJARA CON LAS PERSONAS MAS VULNERABLES.  ",2,1
2017-03-31 23:40:00,@INCLUSIONRCRC,CRC INCLUSIÓN PAÍS,8.47956676271415E+017,1,Vamos a defender la voluntad de la mayoría de ecuatorianos.Nuestro voto por @Lenin se respeta #MisiónDemocracia #YoVotoPorLenín @MashiRafael ,1,1
2017-03-31 23:39:01,@boblen1972,Robert L. Gallegos J,8.47956427079418E+017,5,"Retweeted Vamos Lenín (@VamosLenin):

Con @Lenin nuestros agricultores contarán con crédito ágil ¡Transformaremos... ",3,1
2017-03-31 23:38:59,@TuiterosCtopaxi,Tuiteros Cotopaxi AP,8.47956420905587E+017,3,#YoVotoPorLeninYJorge por el compromiso adquirido por el amor a la Patria Grande que quiere un mañana mejor para todos @Lenin @JorgeGlas ,2,1
2017-03-31 23:37:24,@rosamaria_calde,Rosamaria Calderon C,8.47956021939196E+017,0,"Lenín Es armónia,sosiego,escucha,es nobleza,es respeto? Es tolerancia  ",0,1
2017-03-31 23:37:23,@JuanCF2015,Juan Francisco,8.47956015589011E+017,2,@Lenin JUNTO AL PUEBLO Y EL PUEBLO CON @Lenin  ,1,1
2017-03-31 23:36:46,@VaPOZO,Valita Del Pozo,8.47955862836695E+017,2,"Por nuestro futuro y el de nuestros hijos, por todos y todas ",0,1
2017-03-31 23:36:45,@pabloalban4ever,pablo alban,8.4795586020678E+017,4,No es tan cierto lo que reportas Hay dificultades pero Lasso Ni de broma es solución #LeninEsEsperanza,3,1
2017-03-31 23:36:13,@javierholmes08,Javier Holmes,8.47955723573227E+017,3,Presentes a defender el triunfo del pueblo Ecuatoriano con Lenin presidente este 2 abril,1,1
2017-03-31 23:35:03,@pabloalban4ever,pablo alban,8.47955430617879E+017,1,@CNNEE @patriciajaniot En 10 años las cadenas de supermercados multiplicaron por 10 sus tiendas Sí fuera como reportas @Lenin no estaría 1ro,2,1
2017-03-31 23:34:52,@yoyitacm,GloriaM.Samaniego G.,8.47955383402455E+017,0,No sufra amiga por lo que escucha. Más bien tenga presente que será el único que AYUDE a los hunos. Discapacitados,2,1
2017-03-31 23:34:42,@ArgudoGabriella,Gabriella Argudo,8.4795534195447E+017,1,Lenin presidente todo 35  ,0,1
2017-03-31 23:34:03,@dayanlucrecia1,Dayan Lucrecia,8.47955177353208E+017,0,Nuestro país es único. Y nuestros líderes son adminirados en el Ecuador y el mundo,0,1
2017-03-31 23:33:56,@90anhosFidel,90 años de Fidel,8.47955147544252E+017,8,"#Bolivia ☆ @KatuArkonada votaría por @Lenin porque defiende los intereses del pueblo @VamosLenin
#LuchadorDeLaPazYDeLaVida
@RRII35 ",9,1
2017-03-31 23:33:33,@silviamcordova,Silvia Córdova,8.47955051616363E+017,0,@Lenin es la respuesta de las mayorias al chulquero. !A defender el voto y no permitir el fraude! !Ni siquiera que lesionen la Democracia!  ,0,1
2017-03-31 23:33:31,@PerroDeWachiman,Perro de Guachimán,8.47955045668839E+017,1,Amigos indecisos: con Lenin esto ser cosa segura en nuestras vidas. Por favor mediten sus prioridades.  ,0,1
2017-03-31 23:32:23,@yolanditap1970,Yolanda Proaño,8.47954759814451E+017,8,La foto es de la rueda de prensa que dieron los jóvenes en apoyo a @Lenín. Nada que ver con el encabezado. @teleamazonasec rectifiquen!!!,4,1
2017-03-31 23:31:23,@RbRichard1992,Richard Barros,8.47954509011857E+017,1,Todo 35... el domingo ganamos @Lenin,3,1
2017-03-31 23:31:01,@teleSURtv,teleSUR TV,8.47954415516516E+017,24,#BlogteleSUR por @ilkaolivacorado | Los pueblos de América Latina estamos con Lenín Moreno  ,25,1
2017-03-31 23:30:00,@VamosLenin,Vamos Lenín,8.47954159001256E+017,100,Con @Lenin nuestros agricultores contarán con crédito ágil ¡Transformaremos el agro! Inscríbete:  #MisiónDemocracia,57,1
2017-03-31 23:29:33,@romario1957,Ramiro Llerena,8.47954045578994E+017,2,"¡Atatay!  
¡Que asco!  
Por suerte para todos @Lenin ya ganó hace fuuuuu...Nos salvamos de ver h...
 @lourdestiban1 ",0,1
